member_casual,rideable_type,day_of_week,month,hour_of_day,total_rides,avg_ride_length_minutes
member,classic_bike,4,3,20,325,9.96
casual,electric_bike,5,3,6,89,5.39
member,classic_bike,5,3,9,539,10.01
member,electric_bike,5,3,15,679,9.44
casual,electric_bike,7,3,8,183,9.74
member,classic_bike,7,3,9,731,12.37
member,electric_bike,7,3,10,565,9.11
casual,electric_bike,7,3,11,426,14.66
member,electric_bike,7,3,16,660,11.5
casual,classic_bike,7,3,17,555,31.03
member,classic_bike,1,3,17,599,13.09
member,classic_bike,1,3,23,60,11.37
member,electric_bike,2,3,19,671,8.81
member,electric_bike,3,3,5,160,5.72
casual,classic_bike,3,3,14,178,27.3
member,classic_bike,3,3,17,1619,13.04
member,classic_bike,4,3,11,508,10.43
member,electric_bike,6,3,13,540,10.21
member,classic_bike,6,3,21,351,12.3
member,electric_bike,7,3,15,623,11.52
member,electric_bike,2,3,12,481,8.92
member,classic_bike,2,3,20,511,10.05
member,electric_bike,3,3,11,310,9.63
member,classic_bike,3,3,12,489,9.21
member,electric_bike,4,3,12,378,7.6
casual,electric_bike,4,3,16,310,10.55
casual,classic_bike,5,3,12,128,20.9
member,electric_bike,7,3,1,106,9.85
member,classic_bike,2,3,6,467,12.23
member,classic_bike,3,4,8,1784,10.5
member,electric_bike,4,4,7,1073,8.28
member,classic_bike,4,4,19,1002,11.13
member,classic_bike,5,4,13,614,10.79
member,classic_bike,5,4,14,646,10.6
member,classic_bike,5,4,16,1186,11.53
casual,classic_bike,6,4,7,109,13.13
member,classic_bike,6,4,15,936,11.43
member,classic_bike,6,4,16,1099,11.52
member,electric_bike,6,4,21,279,9.96
member,classic_bike,7,4,10,791,11.89
member,classic_bike,7,4,16,919,13.42
casual,electric_bike,7,4,19,276,13.12
member,classic_bike,1,4,20,313,10.55
member,electric_bike,2,4,8,1052,8.81
member,classic_bike,2,4,17,1940,13.87
member,classic_bike,3,4,6,605,10.41
member,classic_bike,3,4,11,752,9.82
casual,electric_bike,3,4,14,296,15.43
casual,electric_bike,4,4,4,19,5.89
member,electric_bike,4,4,6,529,8.7
member,electric_bike,4,4,8,1295,9.01
member,electric_bike,4,4,11,433,9.5
casual,classic_bike,4,4,13,241,25.23
member,electric_bike,4,4,18,1106,10.2
member,classic_bike,4,4,23,126,9.84
member,classic_bike,7,4,13,993,13.41
member,classic_bike,7,4,14,952,13.41
member,classic_bike,7,4,15,950,13.06
member,electric_bike,1,4,0,169,10.07
member,classic_bike,1,4,7,228,11.43
member,electric_bike,1,4,12,591,10.98
member,electric_bike,1,4,19,424,10.14
casual,classic_bike,2,4,14,353,29.82
casual,classic_bike,2,4,15,442,29.67
casual,classic_bike,2,4,16,551,30.97
member,electric_bike,3,4,0,70,8.51
member,classic_bike,3,4,5,201,10.73
member,electric_bike,3,4,17,2084,10.86
member,classic_bike,3,4,18,1834,12.55
member,classic_bike,5,4,10,582,12.28
casual,classic_bike,7,4,11,519,32.12
casual,electric_bike,7,4,17,463,16.67
member,classic_bike,1,4,5,27,14.19
member,classic_bike,1,4,18,769,13.41
casual,classic_bike,1,4,21,137,20.72
member,classic_bike,2,4,19,953,12.29
member,classic_bike,3,4,7,1443,11.4
casual,classic_bike,3,4,9,209,21.29
casual,electric_bike,4,4,21,192,10.55
casual,electric_bike,5,4,19,240,10.18
member,electric_bike,5,4,21,337,8.55
member,electric_bike,6,4,9,612,8.98
casual,classic_bike,6,4,18,448,23.61
casual,electric_bike,7,4,12,503,16.65
casual,classic_bike,7,4,18,546,26.44
member,classic_bike,1,4,11,789,13.57
casual,electric_bike,1,4,13,494,17.36
casual,electric_bike,1,4,15,471,18.91
member,electric_bike,2,4,11,331,9.02
member,classic_bike,2,4,12,692,10.75
member,electric_bike,3,4,12,608,8.25
casual,electric_bike,3,4,16,648,12.88
member,electric_bike,4,4,5,188,6.84
member,classic_bike,4,4,17,2121,13.29
member,classic_bike,4,4,22,265,16.51
member,classic_bike,6,5,7,1242,10.78
member,electric_bike,6,5,17,1645,11.88
member,electric_bike,7,5,12,935,11.31
casual,electric_bike,7,5,14,942,19.59
casual,electric_bike,1,5,6,73,10.59
member,classic_bike,1,5,9,598,12.03
member,electric_bike,1,5,13,672,12.55
member,electric_bike,1,5,14,641,12.31
member,classic_bike,2,5,10,586,9.88
member,classic_bike,2,5,13,769,13.01
member,classic_bike,2,5,16,1461,13.29
member,electric_bike,3,5,16,1723,11.06
member,classic_bike,3,5,21,510,11.21
member,classic_bike,4,5,14,785,10.88
casual,classic_bike,4,5,20,260,20.7
member,classic_bike,5,5,7,1335,11.74
member,electric_bike,5,5,12,755,9.47
member,classic_bike,5,5,20,823,11.96
member,electric_bike,5,5,22,355,10.14
member,classic_bike,6,5,6,629,11.06
member,classic_bike,6,5,11,987,11.4
member,electric_bike,6,5,12,929,10.39
casual,electric_bike,6,5,14,785,17.46
casual,electric_bike,6,5,15,947,15.87
casual,electric_bike,6,5,16,1159,14.69
member,electric_bike,7,5,19,689,10.78
member,electric_bike,7,5,23,331,10.69
member,classic_bike,1,5,4,39,11.82
casual,electric_bike,1,5,8,168,18.71
member,electric_bike,1,5,10,517,11.28
casual,classic_bike,1,5,12,925,35.57
member,electric_bike,1,5,16,584,12.84
member,classic_bike,1,5,21,251,14.08
casual,electric_bike,2,5,12,470,18.49
casual,electric_bike,2,5,23,84,11.77
member,electric_bike,3,5,3,27,9.07
member,electric_bike,3,5,14,575,10.63
member,electric_bike,3,5,15,915,10.13
member,electric_bike,4,5,9,487,8.66
member,classic_bike,4,5,10,400,11.41
member,classic_bike,4,5,16,1743,12.37
casual,electric_bike,5,5,15,746,14.96
member,electric_bike,6,5,19,719,10.49
casual,electric_bike,7,5,13,958,20.48
member,classic_bike,7,5,20,572,12.79
member,electric_bike,1,5,15,617,11.38
member,classic_bike,2,5,14,857,12.24
member,classic_bike,2,5,15,978,13.24
member,electric_bike,3,5,1,37,9.59
casual,classic_bike,4,5,8,241,14.24
member,classic_bike,4,5,15,1000,11.63
casual,electric_bike,5,5,10,249,16.08
casual,electric_bike,5,5,16,931,13.89
member,classic_bike,6,5,8,1310,11.15
casual,electric_bike,6,5,10,420,16.4
casual,electric_bike,7,5,3,65,11.22
casual,classic_bike,7,5,9,731,34.05
casual,electric_bike,7,5,16,1032,18.86
member,electric_bike,3,5,13,499,8.85
casual,electric_bike,3,5,20,306,13.83
casual,electric_bike,4,5,12,263,12.49
member,classic_bike,4,5,13,673,10.19
casual,electric_bike,4,5,23,135,11.87
member,classic_bike,5,5,6,618,12.27
member,classic_bike,6,5,18,1685,13.3
member,classic_bike,7,5,11,1309,15.17
member,classic_bike,7,5,18,1139,14.18
casual,classic_bike,1,6,17,1630,31.2
casual,classic_bike,1,6,19,1074,28.0
member,classic_bike,1,6,21,534,12.86
member,classic_bike,2,6,10,832,12.74
member,classic_bike,2,6,15,1278,13.03
member,classic_bike,2,6,16,2280,13.29
member,classic_bike,4,6,16,1688,12.92
member,classic_bike,5,6,5,238,12.49
member,classic_bike,5,6,7,1316,11.68
member,classic_bike,5,6,8,1651,11.38
member,classic_bike,5,6,11,1034,12.48
member,classic_bike,6,6,7,1117,12.15
member,classic_bike,6,6,8,1191,11.1
member,electric_bike,6,6,19,800,12.61
casual,classic_bike,6,6,21,575,30.06
member,classic_bike,7,6,6,201,12.74
member,classic_bike,7,6,8,793,14.15
member,classic_bike,7,6,11,1466,15.95
casual,electric_bike,7,6,13,1040,20.27
member,electric_bike,1,6,15,989,12.51
casual,classic_bike,1,6,23,261,27.84
member,classic_bike,2,6,14,1133,11.41
casual,electric_bike,2,6,17,1288,15.27
casual,classic_bike,2,6,20,844,23.47
member,electric_bike,2,6,21,561,11.22
member,classic_bike,3,6,9,1055,11.78
member,electric_bike,3,6,14,697,11.15
casual,classic_bike,4,6,11,470,30.44
casual,classic_bike,4,6,20,632,24.31
casual,electric_bike,4,6,22,320,15.06
casual,electric_bike,5,6,14,716,18.34
member,classic_bike,5,6,18,1984,14.43
casual,classic_bike,5,6,21,602,30.72
member,electric_bike,6,6,12,722,10.73
member,classic_bike,6,6,18,1609,14.53
member,classic_bike,6,6,20,862,15.42
member,classic_bike,7,6,7,469,14.35
casual,electric_bike,7,6,15,1324,19.27
member,classic_bike,7,6,18,1132,18.5
member,electric_bike,7,6,22,453,12.29
casual,electric_bike,1,6,8,328,20.16
casual,classic_bike,1,6,12,2080,34.95
casual,electric_bike,1,6,18,869,17.69
member,classic_bike,2,6,13,1010,12.94
casual,electric_bike,3,6,6,246,8.11
casual,electric_bike,3,6,18,786,14.35
casual,classic_bike,3,6,19,1114,27.51
member,classic_bike,3,6,21,773,13.77
casual,electric_bike,4,6,0,90,11.96
member,electric_bike,5,6,12,773,11.68
casual,electric_bike,5,6,13,623,18.48
casual,electric_bike,5,6,15,748,17.33
member,electric_bike,5,6,19,874,11.56
member,electric_bike,6,6,17,1578,12.08
casual,classic_bike,7,6,9,937,36.69
member,electric_bike,7,6,23,326,11.62
member,classic_bike,1,6,9,1053,13.39
member,classic_bike,4,6,10,591,12.03
member,classic_bike,4,6,14,549,12.39
member,electric_bike,6,6,0,132,10.12
member,classic_bike,6,6,6,618,11.76
member,classic_bike,6,6,11,818,11.87
casual,electric_bike,6,6,13,712,17.42
casual,electric_bike,7,6,14,1118,20.12
casual,classic_bike,7,6,21,836,34.17
casual,classic_bike,2,6,18,1437,28.97
member,electric_bike,3,7,16,2762,11.01
casual,classic_bike,3,7,19,1374,27.12
casual,classic_bike,3,7,23,209,37.67
casual,classic_bike,4,7,11,696,29.26
casual,electric_bike,4,7,12,663,14.97
member,classic_bike,4,7,14,912,12.3
member,classic_bike,4,7,15,1164,12.49
member,classic_bike,4,7,16,2227,13.17
member,classic_bike,5,7,7,1840,13.77
member,electric_bike,5,7,19,1125,11.77
member,electric_bike,6,7,17,1540,12.86
casual,classic_bike,6,7,21,686,29.34
member,classic_bike,7,7,8,736,14.11
member,electric_bike,7,7,19,769,13.89
member,classic_bike,1,7,9,886,13.89
casual,electric_bike,1,7,11,1006,20.39
member,electric_bike,1,7,15,873,13.4
member,classic_bike,1,7,21,503,25.2
member,classic_bike,2,7,16,1887,14.3
casual,electric_bike,2,7,17,1193,14.73
member,classic_bike,3,7,9,1270,11.42
casual,classic_bike,3,7,12,819,37.91
member,electric_bike,3,7,13,869,10.52
casual,electric_bike,3,7,18,1394,15.35
member,classic_bike,4,7,13,985,10.71
casual,electric_bike,4,7,19,860,16.17
member,classic_bike,5,7,8,2179,12.01
member,classic_bike,6,7,7,900,11.64
member,classic_bike,6,7,20,888,18.65
member,classic_bike,7,7,6,229,12.22
member,electric_bike,7,7,12,748,12.49
casual,electric_bike,7,7,13,1086,22.81
casual,electric_bike,7,7,14,1147,20.29
member,classic_bike,7,7,18,1209,15.59
casual,classic_bike,7,7,21,1051,31.97
casual,classic_bike,1,7,0,625,25.34
casual,classic_bike,1,7,12,1514,35.54
member,electric_bike,1,7,13,931,13.34
casual,electric_bike,1,7,18,849,19.26
member,classic_bike,2,7,14,878,14.06
member,electric_bike,2,7,21,624,12.05
casual,classic_bike,3,7,0,144,44.47
member,electric_bike,3,7,14,935,10.67
member,classic_bike,3,7,21,968,13.7
member,classic_bike,4,7,10,882,12.54
casual,classic_bike,4,7,18,1547,26.68
member,electric_bike,5,7,17,2767,12.13
member,classic_bike,5,7,18,2413,14.73
casual,electric_bike,6,7,10,425,19.8
member,classic_bike,6,7,11,830,13.53
casual,electric_bike,6,7,16,1240,18.17
casual,classic_bike,7,7,9,839,39.37
casual,electric_bike,7,7,15,1269,20.6
member,electric_bike,7,7,17,1023,13.11
casual,electric_bike,1,7,20,587,18.5
casual,electric_bike,2,7,12,501,16.69
member,electric_bike,4,7,9,1012,10.15
member,electric_bike,5,7,0,143,12.9
member,electric_bike,5,7,12,966,10.01
casual,electric_bike,5,7,14,958,16.36
casual,electric_bike,5,7,15,1079,16.79
member,classic_bike,6,7,8,1088,12.38
member,electric_bike,6,7,12,816,12.08
member,classic_bike,6,7,18,1562,15.76
member,electric_bike,6,7,23,362,12.12
member,classic_bike,7,7,11,1162,14.84
casual,electric_bike,7,7,16,1399,19.26
casual,electric_bike,2,7,22,337,16.32
casual,classic_bike,3,7,17,1696,24.11
casual,classic_bike,4,7,20,1000,25.06
casual,electric_bike,5,7,10,503,17.47
casual,electric_bike,5,7,13,876,17.01
member,classic_bike,5,7,20,1188,16.72
member,classic_bike,6,8,5,308,14.82
member,classic_bike,6,8,8,1754,11.2
member,electric_bike,6,8,22,626,12.07
casual,classic_bike,7,8,2,200,33.35
member,classic_bike,7,8,11,1889,14.92
member,electric_bike,7,8,17,1129,14.05
member,electric_bike,7,8,22,607,13.43
member,electric_bike,1,8,3,80,10.86
member,classic_bike,1,8,9,1229,15.36
casual,electric_bike,1,8,11,1454,21.02
casual,classic_bike,1,8,19,1220,28.08
casual,electric_bike,1,8,20,730,16.08
member,classic_bike,2,8,13,859,12.01
member,classic_bike,2,8,14,883,13.04
casual,classic_bike,3,8,0,81,59.17
casual,electric_bike,3,8,6,260,9.05
member,classic_bike,3,8,9,1012,11.0
member,electric_bike,3,8,14,659,10.51
member,electric_bike,3,8,15,1104,10.94
casual,classic_bike,3,8,17,948,24.76
casual,classic_bike,3,8,19,694,24.73
casual,electric_bike,4,8,0,105,11.23
member,electric_bike,4,8,9,750,10.1
member,classic_bike,4,8,10,786,12.17
member,classic_bike,4,8,16,2171,13.63
member,electric_bike,5,8,0,100,10.28
member,classic_bike,5,8,8,1864,10.74
member,electric_bike,5,8,23,274,12.32
member,classic_bike,6,8,11,1238,15.41
member,classic_bike,6,8,18,2228,13.54
member,electric_bike,7,8,0,384,12.12
member,classic_bike,7,8,6,260,16.65
member,classic_bike,7,8,7,598,15.03
member,electric_bike,7,8,19,864,13.42
member,electric_bike,7,8,23,420,12.75
member,electric_bike,1,8,10,988,12.45
casual,classic_bike,1,8,22,716,26.17
casual,electric_bike,2,8,12,536,18.34
member,classic_bike,2,8,15,1242,12.46
member,electric_bike,3,8,13,646,10.43
member,classic_bike,3,8,21,685,13.41
member,electric_bike,4,8,4,33,10.27
member,classic_bike,4,8,15,1331,13.95
member,classic_bike,5,8,7,1568,11.47
member,electric_bike,5,8,12,805,10.61
member,classic_bike,5,8,18,2293,13.94
member,electric_bike,5,8,19,1124,11.96
member,classic_bike,6,8,6,841,12.03
member,classic_bike,6,8,7,1534,11.38
member,electric_bike,6,8,12,1269,10.98
casual,electric_bike,6,8,13,1210,19.22
member,electric_bike,6,8,17,2175,12.24
member,electric_bike,7,8,12,1226,13.33
casual,electric_bike,7,8,13,1618,20.78
member,electric_bike,1,8,16,1341,14.37
casual,electric_bike,1,8,18,1267,19.04
casual,electric_bike,2,8,17,1159,14.18
member,electric_bike,3,8,16,1946,11.89
member,classic_bike,4,8,13,922,12.35
casual,electric_bike,4,8,22,394,12.76
member,classic_bike,5,8,11,971,11.8
casual,electric_bike,5,8,16,1175,16.07
casual,electric_bike,6,8,14,1291,17.71
member,electric_bike,6,8,19,1189,13.26
member,electric_bike,6,8,23,467,12.41
casual,electric_bike,7,8,15,1892,19.32
member,classic_bike,1,8,2,143,14.06
member,electric_bike,1,8,13,1159,14.45
casual,classic_bike,2,8,18,883,22.77
casual,electric_bike,4,8,19,777,15.05
member,classic_bike,5,8,6,705,11.52
member,electric_bike,5,8,22,419,12.66
member,classic_bike,7,8,18,1451,15.84
casual,classic_bike,7,8,21,781,24.06
casual,electric_bike,1,8,8,443,19.3
casual,classic_bike,1,8,12,2288,34.89
casual,classic_bike,1,8,17,2025,30.29
member,classic_bike,1,8,21,582,14.02
member,classic_bike,2,9,0,107,11.18
casual,classic_bike,2,9,13,1094,32.6
member,classic_bike,3,9,7,2254,11.67
member,classic_bike,3,9,18,3001,13.43
member,electric_bike,3,9,22,436,10.79
member,electric_bike,4,9,8,2026,9.83
casual,classic_bike,4,9,15,471,26.7
member,classic_bike,4,9,17,2563,13.91
member,classic_bike,5,9,14,989,11.79
member,electric_bike,5,9,21,632,10.43
casual,classic_bike,6,9,7,201,17.15
casual,classic_bike,6,9,11,681,28.26
member,classic_bike,6,9,16,1917,14.69
member,classic_bike,7,9,10,1204,13.38
casual,classic_bike,7,9,18,956,27.04
member,classic_bike,1,9,7,318,15.14
member,classic_bike,1,9,8,646,13.38
casual,electric_bike,1,9,16,1197,19.29
member,electric_bike,1,9,17,943,13.34
member,classic_bike,2,9,17,3376,14.15
member,classic_bike,3,9,5,315,11.54
member,classic_bike,3,9,8,2677,12.08
member,electric_bike,3,9,17,3329,12.06
member,electric_bike,3,9,19,1297,10.92
member,electric_bike,4,9,7,1879,9.95
member,classic_bike,4,9,19,1466,12.61
member,electric_bike,4,9,20,651,11.58
member,classic_bike,5,9,13,966,11.1
member,classic_bike,5,9,15,1390,13.33
member,classic_bike,5,9,16,2041,15.13
casual,classic_bike,5,9,18,983,23.39
casual,electric_bike,6,9,12,870,18.11
member,classic_bike,7,9,15,1301,14.51
member,classic_bike,7,9,16,1463,14.68
casual,electric_bike,7,9,17,1192,18.76
casual,classic_bike,1,9,9,607,36.78
member,classic_bike,1,9,11,1441,14.0
member,electric_bike,1,9,12,1055,13.36
member,classic_bike,1,9,18,1437,14.44
casual,electric_bike,2,9,9,470,17.56
member,classic_bike,2,9,12,1312,12.87
member,electric_bike,2,9,20,772,10.74
casual,electric_bike,3,9,15,887,14.61
casual,classic_bike,4,9,10,333,39.44
member,electric_bike,4,9,11,586,10.0
member,classic_bike,4,9,12,1027,12.17
member,classic_bike,5,9,10,787,13.69
member,classic_bike,6,9,13,1160,12.35
member,classic_bike,6,9,15,1407,12.79
member,electric_bike,7,9,9,643,11.41
member,classic_bike,7,9,13,1361,15.05
casual,electric_bike,1,9,14,1091,18.3
member,electric_bike,2,9,6,793,9.4
casual,classic_bike,2,9,15,1099,31.2
member,classic_bike,2,9,19,1753,12.56
casual,electric_bike,3,9,1,85,16.6
member,classic_bike,3,9,20,1225,12.75
member,electric_bike,4,9,18,1606,11.6
casual,classic_bike,6,9,18,1000,27.17
casual,classic_bike,6,9,20,433,26.53
member,electric_bike,6,9,21,559,12.49
casual,electric_bike,7,9,19,693,15.57
member,electric_bike,1,9,19,782,10.69
casual,classic_bike,2,9,16,1245,26.94
member,classic_bike,3,9,6,981,10.71
member,classic_bike,4,10,6,779,12.95
member,classic_bike,4,10,8,2210,10.96
casual,electric_bike,4,10,10,238,13.14
member,classic_bike,5,10,9,1337,11.65
member,electric_bike,5,10,14,1101,10.77
casual,classic_bike,5,10,19,524,19.4
member,electric_bike,6,10,10,698,10.02
member,electric_bike,6,10,14,1273,10.12
member,electric_bike,6,10,15,1764,10.91
member,electric_bike,7,10,15,1091,13.38
member,electric_bike,7,10,16,1106,13.65
member,classic_bike,1,10,12,1165,17.81
casual,classic_bike,1,10,13,1163,30.56
casual,electric_bike,2,10,1,65,12.31
member,classic_bike,2,10,6,590,14.87
member,classic_bike,2,10,8,1648,13.64
member,electric_bike,2,10,17,2151,10.83
member,classic_bike,2,10,20,652,13.61
member,electric_bike,3,10,8,1613,9.27
member,classic_bike,3,10,12,885,11.17
member,electric_bike,3,10,18,1382,10.17
member,classic_bike,3,10,19,1019,12.26
member,electric_bike,3,10,20,577,9.51
member,classic_bike,4,10,18,2360,14.31
member,electric_bike,4,10,19,1233,9.65
member,classic_bike,4,10,20,964,12.37
casual,electric_bike,5,10,11,406,16.35
member,electric_bike,5,10,15,1703,10.65
member,electric_bike,5,10,16,2772,11.65
casual,classic_bike,6,10,12,840,32.64
member,electric_bike,6,10,16,2363,11.57
casual,electric_bike,7,10,7,227,13.63
casual,electric_bike,1,10,2,187,13.1
casual,classic_bike,1,10,10,1056,39.88
member,electric_bike,1,10,11,836,11.88
member,classic_bike,1,10,17,1347,15.18
member,electric_bike,1,10,18,893,12.46
member,classic_bike,2,10,7,1256,13.47
member,classic_bike,2,10,11,859,12.27
member,classic_bike,2,10,18,1709,11.04
member,electric_bike,3,10,5,195,7.13
casual,classic_bike,3,10,10,259,37.39
member,classic_bike,3,10,17,2366,14.07
casual,electric_bike,4,10,14,641,12.94
member,electric_bike,4,10,17,3177,11.35
member,electric_bike,5,10,10,654,9.55
member,classic_bike,6,10,2,43,7.67
member,classic_bike,6,10,21,584,13.67
member,electric_bike,7,10,10,1020,11.8
member,electric_bike,1,10,7,222,9.0
casual,classic_bike,1,10,14,1164,34.48
member,electric_bike,2,10,22,311,9.68
member,electric_bike,3,10,11,515,9.03
member,electric_bike,4,10,0,104,9.38
member,classic_bike,4,10,7,1900,14.3
member,electric_bike,5,10,13,917,10.02
member,electric_bike,6,10,13,1226,9.96
casual,classic_bike,7,10,0,259,33.71
casual,classic_bike,7,10,12,1537,32.38
member,electric_bike,7,10,14,1133,12.82
member,electric_bike,2,10,12,666,10.08
member,electric_bike,2,10,19,757,10.2
member,electric_bike,3,10,6,705,8.07
casual,electric_bike,3,10,9,247,10.21
member,classic_bike,4,10,5,275,14.71
member,classic_bike,5,10,21,753,14.89
casual,classic_bike,6,10,17,1015,29.61
casual,electric_bike,6,10,18,1006,13.36
casual,electric_bike,6,10,20,532,11.91
member,classic_bike,7,11,6,120,10.01
member,classic_bike,7,11,11,1011,15.12
member,electric_bike,7,11,12,812,11.06
casual,electric_bike,1,11,18,267,9.47
member,electric_bike,2,11,9,481,7.39
member,electric_bike,2,11,21,297,9.18
member,electric_bike,3,11,13,569,9.12
member,electric_bike,3,11,14,543,9.71
member,electric_bike,4,11,21,352,8.72
casual,electric_bike,4,11,22,118,9.53
member,classic_bike,5,11,7,998,11.89
casual,electric_bike,5,11,13,218,11.8
member,classic_bike,5,11,18,1077,13.28
member,electric_bike,5,11,19,558,8.64
member,classic_bike,6,11,6,370,10.9
member,classic_bike,6,11,7,730,17.52
member,electric_bike,6,11,12,650,10.55
member,electric_bike,6,11,17,1218,10.93
member,classic_bike,6,11,18,960,11.87
member,electric_bike,7,11,19,460,9.76
member,classic_bike,1,11,9,513,14.21
member,electric_bike,1,11,16,733,13.52
member,classic_bike,2,11,16,1295,11.73
member,electric_bike,3,11,10,300,8.57
member,electric_bike,3,11,15,917,9.59
member,electric_bike,3,11,16,1542,10.53
casual,electric_bike,3,11,18,316,9.49
member,classic_bike,4,11,10,520,10.11
member,classic_bike,4,11,15,870,13.97
member,classic_bike,5,11,11,556,12.65
member,electric_bike,5,11,17,1435,10.74
member,classic_bike,5,11,20,474,14.64
casual,electric_bike,6,11,14,491,14.38
member,classic_bike,6,11,20,435,10.97
member,classic_bike,7,11,18,658,12.87
member,electric_bike,1,11,13,671,10.33
member,classic_bike,2,11,13,596,10.3
member,classic_bike,2,11,15,805,11.38
member,classic_bike,3,11,21,343,12.63
member,classic_bike,4,11,13,654,16.91
member,classic_bike,4,11,14,641,13.69
member,classic_bike,5,11,5,115,10.24
